209	7267	Chief Ukorz Sandscalp	1	1727.5	1017.3	54.9
209	7795	Hydromancer Velratha	1	1698.2	1210.7	9.4
349	13282	Noxxion	1	1130.4	-191.3	-80
349	12258	Razorlash	1	978.9	-10.2	-62.5
349	12236	Lord Vyletongue	1	748.9	-219.6	-47.7
349	12225	Celebras the Cursed	1	726.1	78	-86.6
349	13601	Tinkerer Gizlock	1	134.9	-313.7	-173.6
349	12203	Landslide	1	356.7	-185.5	-59.8
349	13596	Rotgrip	1	42.1	-66	-199.6
349	12201	Princess Theradras	1	27.9	83.2	-124.5
109	5714	Loro	1	-466.7	24.4	-66.8
109	5713	Gasher	1	-528	59.5	-66.7
109	5712	Zolo	1	-528.6	130.2	-66.8
109	5717	Mijan	1	-406.2	131.1	-66.9
109	5716	Zul'Lor	1	-467.4	166	-66.7
109	5715	Hukku	1	-405.5	60.5	-67.1
109	5710	Jammal'an the Prophet	1	-425.9	-86.1	-88.2
109	5721	Dreamscythe	1	-453.5	137.2	-90.8
109	5720	Weaver	1	-458.8	127.7	-91.6
109	5719	Morphaz	1	-667.6	103.1	-90.8
109	5722	Hazzas	1	-667.4	80.8	-90.8
109	5709	Shade of Eranikus	1	-658.4	-35.8	-90.8
109	8580	Atal'alarion	1	-480.4	96.6	-189.7
230	9018	High Interrogator Gerstahn	1	310.6	-146.3	-70.3
230	9025	Lord Roccor	1	615.5	-267.4	-83.6
230	9319	Houndmaster Grebmar	1	607.7	-174.8	-84.5
230	9056	Fineous Darkvire	1	963.3	-343.7	-71.7
230	9024	Pyromancer Loregrain	1	530.2	-243.9	-43
230	9016	Bael'Gar	1	702.4	184.5	-72
230	9017	Lord Incendius	1	893.5	-267.1	-71.9
230	9041	Warder Stilgiss	1	823.4	-342.3	-50.1
230	9033	General Angerforge	1	652.4	21.4	-60
230	8983	Golem Lord Argelmach	1	846.8	16.3	-53.6
230	9543	Ribbly Screwspigot	1	878.5	-167.7	-49.7
230	9502	Phalanx	1	869	-225	-43.7
230	9537	Hurley Blackbreath	1	878.1	-153.1	-49.8
230	9156	Ambassador Flamelash	1	1009.8	-239	-61.3
230	8923	Panzor the Invincible	1	1135.5	-163	-74.9
230	9039	Doom'rel	1	1281.1	-282.2	-78.1
230	9938	Magmus	1	1380.7	-659.3	-92
230	9019	Emperor Dagran Thaurissan	1	1380.2	-831.6	-87.6
229	9196	Highlord Omokk	1	-22.8	-300.7	31.8
229	9236	Shadow Hunter Vosh'gajin	1	-121.2	-482.2	24.7
229	9237	War Master Voone	1	-17	-459.1	-18.6
229	10596	Mother Smolderweb	1	-135.5	-565.8	10.2
229	10220	Halycon	1	-193.9	-338.1	64.5
229	9736	Quartermaster Zigris	1	-190.5	-475.6	87.4
229	9568	Overlord Wyrmthalak	1	-22.6	-486.2	90.8
289	10503	Jandice Barov	1	268.2	73.6	95.9
289	11622	Rattlegore	1	137.1	171.7	96
289	10433	Marduk Blackpool	1	150.4	116.2	104.7
289	10432	Vectus	1	143.5	99.1	104.7
289	10507	The Ravenian	1	103.3	-1.7	75.2
289	10504	Lord Alexei Barov	1	178.7	-91	70.9
289	10505	Instructor Malicia	1	86.7	-2	85.3
289	11261	Doctor Theolen Krastinov	1	182.2	-95.4	85.3
289	10901	Lorekeeper Polkelt	1	274.9	1.3	85.3
289	10502	Lady Illucia Barov	1	266	0.9	75.3
289	10508	Ras Frostwhisper	1	-25.1	141.3	83.9
289	1853	Darkmaster Gandling	1	180.8	-5.4	75.6
329	10808	Timmy the Cruel	1	3614.7	-3187.6	131.4
329	10516	The Unforgiven	1	3719.8	-3426.2	131.8
329	10997	Cannon Master Willey	1	3573.6	-2937.3	125.1
329	10811	Archivist Galford	1	3456	-3103.4	136.5
329	10812	Grand Crusader Dathrohan	1	3415.8	-3044.5	136.8
329	10435	Magistrate Barthilas	1	3663.2	-3619.1	138
329	10809	Stonespine	1	4058.9	-3530.3	122.2
329	10436	Baroness Anastari	1	3855.3	-3715.8	148.2
329	10437	Nerub'enkan	1	3855	-3528.8	144.3
329	10438	Maleki the Pallid	1	4035.8	-3647.8	135.7
329	10440	Baron Rivendare	1	4035.8	-3336.3	115.1
429	14354	Pusillin	1	86.2	-197.9	-4.1
429	14327	Lethtendris	1	-5.5	-441.1	16.4
429	13280	Hydrospawn	1	4.6	-438.4	-60
429	11490	Zevrim Thornhoof	1	-35	-448	-37.9
429	11492	Alzzin the Wildshaper	1	274.8	-427.3	-120
429	11489	Tendris Warpwood	1	14.4	475.8	-23.3
429	11467	Tsu'zee	1	128.6	561.8	-4.3
429	11487	Magister Kalendris	1	33.1	575.6	-4.3
429	11488	Illyanna Ravenoak	1	-14.6	542.1	28.6
429	11496	Immol'thar	1	-38.1	812.4	-29.5
429	11486	Prince Tortheldrin	1	132.6	625.9	-48.4
429	14326	Guard Mol'dar	1	410.7	-3.2	-24.6
429	14322	Stomper Kreeg	1	491.2	97.4	-2.5
429	14321	Guard Fengus	1	356.8	258.3	11.7
429	14323	Guard Slip'kik	1	550.4	533.7	-25.3
429	14325	Captain Kromcrush	1	627.6	481.7	29.5
429	14324	Cho'Rush the Observer	1	834	489.5	37.4
429	11501	King Gordok	1	828.1	480.8	37.3
230	23872	Coren Direbrew	1	891.8	-129.2	-49.7
33	36296	Apothecary Hummel	1	-208.1	2217.4	79.8
543	17306	Watchkeeper Gargolmar	1	-1187.2	1530.5	68.5
543	17307	Vazruden the Herald	1	-1378.5	1698.2	104.1
543	17308	Omor the Unscarred	1	-1122.3	1718.4	89.4
542	17381	The Maker	1	327.2	137.8	9.6
542	17380	Broggok	1	455.3	-1.8	9.6
542	17377	Keli'dan the Breaker	1	326.5	-86	-24.6
540	16807	Grand Warlock Nethekurse	1	172.7	289.6	-8.1
540	16809	Warbringer O'mrogg	1	375.1	57.6	-7.2
540	16808	Warchief Kargath Bladefist	1	231.2	-83.6	5
547	17941	Mennu the Betrayer	1	49.5	-380.2	3
547	17991	Rokmar the Crackler	1	18.3	-448.4	3.1
547	17942	Quagmirran	1	-281.1	-667.1	9.4
546	17770	Hungarfen	1	-121.3	-388.6	36.9
546	18105	Ghaz'an	1	193.7	-425	43.5
546	17826	Swamplord Musel'ek	1	288.6	-121.8	29.7
546	17882	The Black Stalker	1	143.4	9.1	27.6
545	17797	Hydromancer Thespia	1	88.4	-316.1	-7.8
545	17796	Mekgineer Steamrigger	1	-330.1	-121.5	-8
545	17798	Warlord Kalithresh	1	-95.4	-552	8.3
557	18341	Pandemonius	1	-68	-118.9	-1.2
557	18343	Tavarok	1	-321.7	-222.2	-0.8
557	18344	Nexus-Prince Shaffar	1	-184.4	9.3	16.8
558	18371	Shirrak the Dead Watcher	1	-50.9	-163.1	26.4
558	18373	Exarch Maladaar	1	68.1	-387.8	26.6
556	18472	Darkweaver Syth	1	-144.8	173.6	1.8
556	18473	Talon King Ikiss	1	44.7	287	25.2
555	18731	Ambassador Hellmaw	1	-156.7	5	8.2
555	18667	Blackheart the Inciter	1	-328.2	-39.1	12.7
555	18732	Grandmaster Vorpil	1	-253.5	-263.6	17.2
555	18708	Murmur	1	-157.9	-497.3	15.9
554	19218	Gatewatcher Gyro-Kill	1	85.5	20.2	15
554	19221	Nethermancer Sepethrea	1	326.5	13.2	27.9
554	19219	Mechano-Lord Capacitus	1	208.2	-13	-2.1
554	19710	Gatewatcher Iron-Hand	1	181.9	-77.1	0
554	19220	Pathaleon the Calculator	1	139.5	149.3	25.7
553	17976	Commander Sarannis	1	151	296	-4.6
553	17977	Warp Splinter	1	63.8	391.9	-27.9
553	17980	Laj	1	-204.1	391.2	-11.2
553	17978	Thorngrin the Tender	1	4.9	596.6	-15.1
553	17975	High Botanist Freywinn	1	116.3	455.6	-4.9
552	20870	Zereketh the Unbound	1	273.6	-123	-10
552	20886	Wrath-Scryer Soccothrates	1	136.2	168.3	22.5
552	20885	Dalliah the Doomsayer	1	137.2	128.5	22.5
552	20904	Warden Mellichar	1	445.8	-169	43.6
585	24723	Selin Fireheart	1	242.1	0.3	1.8
585	24744	Vexallus	1	231.4	-214.3	-6.3
585	24560	Priestess Delrissa	1	126.9	19.2	-19.9
585	24664	Kael'thas Sunstrider	1	148.5	187	-16.6
574	23953	Prince Keleseth	1	193.1	197.5	40.8
574	24200	Skarvald the Constructor	1	109.5	-33.7	118.9
574	23954	Ingvar the Plunderer	1	242.7	-333.6	180.6
575	26687	Gortok Palehoof	1	320.8	-453.1	104.8
575	26693	Skadi the Ruthless	1	343	-507.3	104.6
575	26861	King Ymiron	1	392.8	-286.8	109.3
576	26731	Grand Magus Telestra	1	494.7	89.1	-16
576	26763	Anomalus	1	637.7	-289.1	-9.1
576	26794	Ormorok the Tree-Shaper	1	265	-225.4	-9
576	26723	Keristrasza	1	301.5	-5.5	-15.5
578	27654	Drakos the Interrogator	1	947.8	1045.8	360.1
599	27977	Krystallus	1	1008.6	759.9	208.7
599	27975	Maiden of Grief	1	842.6	666	190.1
599	28070	Brann Bronzebeard	1	1077.4	474.2	207.8
599	27978	Sjonnir The Ironshaper	1	1295.2	667.2	189.7
600	26630	Trollgore	1	-266.2	-660.1	26.5
600	26631	Novos the Summoner	1	-379.3	-737.7	27.3
600	27483	King Dred	1	-544.9	-697	30.3
600	26632	The Prophet Tharon'ja	1	-236.8	-675.4	131.9
601	28684	Krik'thir the Gatewatcher	1	529.6	646.2	777.4
601	28921	Hadronox	1	522.5	544.9	674.7
601	29120	Anub'arak	1	551	248.3	224
602	28586	General Bjarngrim	1	1262	-26.9	33.5
602	28587	Volkhan	1	1332.4	-102.1	56.8
602	28546	Ionar	1	1082	-261.8	61.3
602	28923	Loken	1	1186.5	33.8	60.8
604	29304	Slad'ran	1	1775.1	675	129.3
604	29305	Moorabi	1	1772.5	809.5	129.3
604	29307	Drakkari Colossus	1	1673	743.5	143.3
604	29306	Gal'darah	1	1914.8	743.7	136.6
619	29309	Elder Nadox	1	679.9	-905.5	25.7
619	29310	Jedoga Shadowseeker	1	372.3	-705.3	-0.6
619	29308	Prince Taldaram	1	528.7	-846	42
619	29311	Herald Volazj	1	519.9	-441.8	26.4
632	36497	Bronjahm	1	5297.3	2506.5	686.2
632	36502	Devourer of Souls	1	5661.8	2507.4	708.9
658	36494	Forgemaster Garfrost	1	712.1	-215.7	527.1
658	36476	Ick	1	852.8	123.5	510
658	36794	Scourgelord Tyrannus	1	522.3	226.4	548
